unit_id,predicted_rul,model_disagreement,risk_tier,review_required,urgency_score,queue_position,recommended_action,review_note
14,118.64068,7.0028152,Low,False,0.8358361124992371,88,Continue normal monitoring,
54,119.0567,0.6251373,Low,False,0.8329397439956665,89,Continue normal monitoring,
9,119.18309,0.00061798096,Low,False,0.8320637941360474,90,Continue normal monitoring,
69,119.40768,2.3851013,Low,False,0.8305118083953857,91,Continue normal monitoring,
65,119.47373,14.105934,Low,True,0.8300564885139465,92,Continue normal monitoring,Review model disagreement
22,120.14338,0.4100647,Low,False,0.825468122959137,93,Continue normal monitoring,
99,120.181206,3.857727,Low,False,0.825210452079773,94,Continue normal monitoring,
23,120.24045,11.519363,Low,True,0.8248072266578674,95,Continue normal monitoring,Review model disagreement
2,120.5603,6.014412,Low,False,0.8226369619369507,96,Continue normal monitoring,
83,121.95076,1.1144791,Low,False,0.8133337497711182,97,Continue normal monitoring,
39,122.303024,1.3289642,Low,False,0.8110101222991943,98,Continue normal monitoring,
85,122.739555,0.81196594,Low,False,0.8081490397453308,99,Continue normal monitoring,
78,123.87809,4.0283203,Low,False,0.8007810115814209,100,Continue normal monitoring,
